reading_id,hanzi_id,pinyin,pinyin_numeric,meaning_en,stroke_sequence,review_status,source_id,notes
hanzi_54b1-legacy-reading,hanzi_54b1,zán,zan2,we; us including you,251325111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_810f-legacy-reading,hanzi_810f,zāng,zang1,dirty; filthy,3511413121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6fa1-legacy-reading,hanzi_6fa1,zǎo,zao3,to bathe; to take a shower,4412512512511234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_62e9-legacy-reading,hanzi_62e9,zé,ze2,to choose; choice,12154112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c55-legacy-reading,hanzi_5c55,zhǎn,zhan3,to develop; development,5131221534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5f20-legacy-reading,hanzi_5f20,zhāng,zhang1,classifier for flat objects; sheet,5153154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7167-legacy-reading,hanzi_7167,zhào,zhao4,according to; to shine,2511532514444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8005-legacy-reading,hanzi_8005,zhě,zhe3,or; possibly,12132511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_76f4-legacy-reading,hanzi_76f4,zhí,zhi2,always; continuously,12251111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7eb8-legacy-reading,hanzi_7eb8,zhǐ,zhi3,paper,5513515,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ec8-legacy-reading,hanzi_7ec8,zhōng,zhong1,at last; in the end,55135444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_79cd-legacy-reading,hanzi_79cd,zhǒng,zhong3,kind; type,312342512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_91cd-legacy-reading,hanzi_91cd,zhòng,zhong4,important; significant,312511211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e3b-legacy-reading,hanzi_4e3b,zhǔ,zhu3,main; principal,41121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_52a9-legacy-reading,hanzi_52a9,zhù,zhu4,to help; assistance,2511153,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6ce8-legacy-reading,hanzi_6ce8,zhù,zhu4,to pay attention to; to follow sth closely,44141121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_603b-legacy-reading,hanzi_603b,zǒng,zong3,always; overall,432514544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5634-legacy-reading,hanzi_5634,zuǐ,zui3,mouth,2512121353535112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
